shot_id,action_type,combined_shot_type,loc_x,loc_y,period,playoffs,time_remaining,shot_distance,shot_type,shot_zone_area,shot_zone_basic,game_date,home_away,opponent,target
177,0,0,134,93,2,0,19,16,0,2,0,1474,0,3,0.0
178,0,0,47,477,2,0,0,47,1,5,6,1474,0,3,0.0
179,0,0,11,137,3,0,532,13,0,0,3,1474,0,3,0.0
180,0,0,199,13,3,0,175,19,0,2,0,1474,0,3,0.0
181,0,0,77,236,3,0,1,24,1,1,2,1474,0,3,0.0
183,0,0,11,247,4,0,558,24,1,0,2,1474,0,3,0.0
184,0,0,-103,230,4,0,343,25,1,3,2,1474,0,3,0.0
185,0,0,-31,247,4,0,2,24,1,0,2,1474,0,3,1.0
186,0,0,-10,99,5,0,125,9,0,0,3,1474,0,3,1.0
187,0,0,13,100,5,0,127,10,0,0,3,1474,0,3,0.0
188,0,0,-73,200,5,0,24,21,0,3,0,1474,0,3,1.0
189,0,0,-77,184,1,0,605,19,0,3,0,1476,0,4,1.0
190,0,0,188,177,1,0,547,25,1,1,2,1476,0,4,0.0
191,2,1,0,0,1,0,495,0,0,0,1,1476,0,4,0.0
194,0,0,-128,137,1,0,262,18,0,3,0,1476,0,4,0.0
195,14,2,0,0,1,0,249,0,0,0,1,1476,0,4,1.0
197,0,0,1,93,2,0,679,9,0,0,3,1476,0,4,0.0
198,0,0,115,160,2,0,411,19,0,1,0,1476,0,4,1.0
199,0,0,159,200,2,0,371,25,1,1,2,1476,0,4,1.0
200,0,0,167,0,2,0,21,16,0,2,0,1476,0,4,0.0
201,0,0,-162,245,3,0,677,29,1,3,2,1476,0,4,0.0
203,0,0,167,-6,3,0,515,16,0,2,0,1476,0,4,0.0
204,0,0,-4,150,3,0,384,15,0,0,0,1476,0,4,1.0
205,0,0,-185,9,3,0,301,18,0,4,0,1476,0,4,1.0
206,0,0,237,19,3,0,201,23,1,2,4,1476,0,4,1.0
207,0,0,-229,19,3,0,47,22,1,4,5,1476,0,4,1.0
208,2,1,0,0,4,0,670,0,0,0,1,1476,0,4,0.0
209,21,2,0,0,4,0,430,0,0,0,1,1476,0,4,1.0
212,0,0,37,82,4,0,78,8,0,0,3,1476,0,4,1.0
213,0,0,-42,87,4,0,46,9,0,0,3,1476,0,4,0.0
214,0,0,28,247,1,0,543,24,1,0,2,1477,1,24,0.0
215,0,0,7,97,1,0,370,9,0,0,3,1477,1,24,0.0
216,8,2,0,0,1,0,190,0,0,0,1,1477,1,24,1.0
217,1,1,0,0,1,0,13,0,0,0,1,1477,1,24,0.0
218,8,2,0,0,2,0,444,0,0,0,1,1477,1,24,1.0
219,0,0,115,135,2,0,363,17,0,1,0,1477,1,24,0.0
220,0,0,142,184,2,0,44,23,0,1,0,1477,1,24,0.0
221,8,2,0,0,3,0,684,0,0,0,1,1477,1,24,1.0
222,1,1,0,0,3,0,619,0,0,0,1,1477,1,24,1.0
223,0,0,79,163,3,0,585,18,0,1,0,1477,1,24,0.0
224,0,0,142,141,3,0,442,20,0,1,0,1477,1,24,1.0
225,0,0,30,125,3,0,403,12,0,0,3,1477,1,24,0.0
226,5,0,-60,97,3,0,295,11,0,4,3,1477,1,24,1.0
227,2,1,0,0,3,0,94,0,0,0,1,1477,1,24,0.0
229,0,0,115,245,4,0,673,27,1,1,2,1477,1,24,0.0
230,0,0,-132,184,4,0,652,22,0,3,0,1477,1,24,0.0
231,2,1,0,0,4,0,612,0,0,0,1,1477,1,24,0.0
232,1,1,0,0,4,0,608,0,0,0,1,1477,1,24,0.0
233,5,0,-25,76,4,0,140,8,0,0,3,1477,1,24,1.0
234,0,0,-145,108,4,0,97,18,0,3,0,1477,1,24,0.0
235,0,0,-208,-29,4,0,31,21,0,4,0,1477,1,24,0.0
236,0,0,-105,148,1,0,605,18,0,3,0,1480,1,8,1.0
237,0,0,-48,175,1,0,480,18,0,0,0,1480,1,8,0.0
238,0,0,-77,247,1,0,298,25,1,0,2,1480,1,8,0.0
239,2,1,0,0,1,0,156,0,0,0,1,1480,1,8,1.0
240,1,1,0,0,1,0,140,0,0,0,1,1480,1,8,0.0
241,8,2,0,0,1,0,128,0,0,0,1,1480,1,8,1.0
242,0,0,142,226,1,0,103,26,1,1,2,1480,1,8,1.0
243,14,2,0,0,2,0,617,0,0,0,1,1480,1,8,1.0
244,0,0,-63,171,2,0,556,18,0,3,0,1480,1,8,1.0
245,14,2,0,0,2,0,214,0,0,0,1,1480,1,8,1.0
246,0,0,64,175,2,0,150,18,0,1,0,1480,1,8,1.0
247,11,2,0,0,3,0,592,0,0,0,1,1480,1,8,1.0
248,2,1,0,0,3,0,552,0,0,0,1,1480,1,8,1.0
249,0,0,115,236,3,0,391,26,1,1,2,1480,1,8,1.0
250,12,2,0,0,3,0,369,0,0,0,1,1480,1,8,0.0
251,3,0,163,7,3,0,320,16,0,2,0,1480,1,8,0.0
252,1,1,0,0,3,0,126,0,0,0,1,1480,1,8,0.0
253,2,1,0,0,3,0,120,0,0,0,1,1480,1,8,1.0
254,1,1,0,0,3,0,86,0,0,0,1,1480,1,8,1.0
255,0,0,64,40,1,0,633,7,0,0,3,1482,1,7,0.0
256,5,0,-105,-2,1,0,453,10,0,4,0,1482,1,7,1.0
258,9,1,0,0,1,0,352,0,0,0,1,1482,1,7,1.0
259,0,0,64,95,1,0,236,11,0,2,3,1482,1,7,1.0
261,0,0,-132,2,1,0,64,13,0,4,0,1482,1,7,1.0
262,0,0,73,17,3,0,653,7,0,0,3,1482,1,7,0.0
263,12,2,0,0,3,0,585,0,0,0,1,1482,1,7,1.0
265,0,0,-132,154,3,0,384,20,0,3,0,1482,1,7,0.0
266,1,1,0,0,3,0,358,0,0,0,1,1482,1,7,1.0
268,0,0,235,23,3,0,162,23,1,2,4,1482,1,7,0.0
269,0,0,28,175,3,0,21,17,0,0,0,1482,1,7,1.0
270,0,0,184,171,4,0,698,25,1,1,2,1482,1,7,1.0
271,5,0,127,61,4,0,590,14,0,2,0,1482,1,7,0.0
272,3,0,28,89,4,0,576,9,0,0,3,1482,1,7,1.0
273,0,0,-84,213,4,0,450,22,0,3,0,1482,1,7,1.0
274,5,0,-119,144,4,0,324,18,0,3,0,1482,1,7,1.0
275,5,0,0,110,1,0,625,11,0,0,3,1485,0,9,0.0
276,2,1,0,0,1,0,434,0,0,0,1,1485,0,9,1.0
277,0,0,127,80,1,0,377,15,0,2,0,1485,0,9,0.0
278,0,0,-143,219,1,0,344,26,1,3,2,1485,0,9,1.0
280,0,0,77,141,2,0,438,16,0,1,0,1485,0,9,1.0
281,5,0,-6,70,2,0,395,7,0,0,3,1485,0,9,1.0
283,2,1,0,0,2,0,128,0,0,0,1,1485,0,9,1.0
284,1,1,0,0,2,0,99,0,0,0,1,1485,0,9,1.0
285,0,0,144,215,2,0,36,25,1,1,2,1485,0,9,1.0
286,0,0,-63,177,3,0,684,18,0,3,0,1485,0,9,0.0
287,0,0,100,259,3,0,440,27,1,1,2,1485,0,9,0.0
288,3,0,-48,78,3,0,293,9,0,4,3,1485,0,9,1.0
289,0,0,153,198,3,0,222,25,1,1,2,1485,0,9,0.0
290,20,1,-56,21,3,0,135,5,0,0,3,1485,0,9,1.0
291,2,1,0,0,3,0,54,0,0,0,1,1485,0,9,0.0
292,0,0,201,11,4,0,667,20,0,2,0,1485,0,9,1.0
294,0,0,243,34,1,0,582,24,1,2,4,1486,1,14,1.0
295,0,0,123,232,1,0,300,26,1,1,2,1486,1,14,1.0
296,0,0,-157,137,1,0,210,20,0,3,0,1486,1,14,1.0
297,0,0,138,110,2,0,668,17,0,1,0,1486,1,14,0.0
298,0,0,102,137,2,0,520,17,0,1,0,1486,1,14,0.0
302,0,0,186,17,2,0,227,18,0,2,0,1486,1,14,0.0
303,2,1,0,0,2,0,174,0,0,0,1,1486,1,14,1.0
304,8,2,0,0,3,0,502,0,0,0,1,1486,1,14,1.0
305,0,0,142,245,3,0,442,28,1,1,2,1486,1,14,0.0
306,0,0,-33,70,3,0,412,7,0,0,3,1486,1,14,0.0
307,0,0,-12,42,3,0,408,4,0,0,3,1486,1,14,0.0
308,0,0,121,104,3,0,298,15,0,2,0,1486,1,14,0.0
309,2,1,0,0,3,0,243,0,0,0,1,1486,1,14,1.0
310,0,0,79,163,3,0,198,18,0,1,0,1486,1,14,0.0
311,0,0,-94,0,3,0,177,9,0,4,0,1486,1,14,0.0
312,5,0,-124,135,3,0,139,18,0,3,0,1486,1,14,1.0
313,33,2,0,0,3,0,75,0,0,0,1,1486,1,14,0.0
314,0,0,108,409,3,0,0,42,1,5,2,1486,1,14,0.0
315,0,0,-67,135,4,0,632,15,0,0,3,1486,1,14,0.0
316,0,0,-160,224,4,0,606,27,1,3,2,1486,1,14,1.0
318,0,0,-134,9,1,0,659,13,0,4,0,1488,0,13,1.0
319,0,0,-122,15,1,0,517,12,0,4,0,1488,0,13,0.0
320,0,0,-101,116,1,0,430,15,0,4,0,1488,0,13,0.0
321,5,0,-29,19,1,0,48,3,0,0,1,1488,0,13,1.0
322,0,0,-50,245,1,0,24,25,1,0,2,1488,0,13,0.0
323,0,0,-150,466,1,0,0,48,1,5,6,1488,0,13,0.0
324,1,1,-29,13,2,0,708,3,0,0,1,1488,0,13,0.0
325,0,0,-35,19,2,0,540,3,0,0,1,1488,0,13,0.0
326,0,0,-35,19,2,0,114,3,0,0,1,1488,0,13,0.0
329,8,2,0,0,3,0,577,0,0,0,1,1488,0,13,1.0
330,0,0,167,207,3,0,546,26,1,1,2,1488,0,13,0.0
331,8,2,0,0,3,0,422,0,0,0,1,1488,0,13,1.0
332,0,0,60,177,3,0,225,18,0,1,0,1488,0,13,1.0
333,2,1,0,0,3,0,88,0,0,0,1,1488,0,13,1.0
334,0,0,-86,253,1,0,574,26,1,3,2,1489,1,0,0.0
336,0,0,172,68,1,0,448,18,0,2,0,1489,1,0,1.0
337,0,0,-50,28,1,0,395,5,0,0,3,1489,1,0,0.0
338,0,0,-86,165,1,0,330,18,0,3,0,1489,1,0,1.0
339,0,0,-79,28,1,0,290,8,0,4,3,1489,1,0,0.0
340,11,2,0,0,1,0,244,0,0,0,1,1489,1,0,1.0
341,0,0,18,144,1,0,153,14,0,0,0,1489,1,0,0.0
342,0,0,123,55,1,0,120,13,0,2,0,1489,1,0,0.0
343,2,1,0,0,1,0,7,0,0,0,1,1489,1,0,0.0
344,0,0,-170,-15,2,0,280,17,0,4,0,1489,1,0,0.0
345,5,0,159,116,2,0,254,19,0,1,0,1489,1,0,1.0
347,0,0,32,148,3,0,695,15,0,0,0,1489,1,0,1.0
349,0,0,5,198,3,0,550,19,0,0,0,1489,1,0,0.0
350,0,0,-149,247,3,0,387,28,1,3,2,1489,1,0,0.0
351,2,1,0,0,3,0,359,0,0,0,1,1489,1,0,1.0
352,0,0,-79,133,3,0,281,15,0,4,3,1489,1,0,1.0
353,0,0,-23,40,3,0,188,4,0,0,3,1489,1,0,0.0
354,0,0,66,154,3,0,37,16,0,1,0,1489,1,0,1.0
355,0,0,-86,257,3,0,0,27,1,3,2,1489,1,0,1.0
356,0,0,75,198,4,0,702,21,0,1,0,1489,1,0,0.0
357,8,2,0,0,4,0,660,0,0,0,1,1489,1,0,1.0
358,0,0,-58,68,4,0,582,8,0,4,3,1489,1,0,1.0
359,0,0,60,61,4,0,547,8,0,2,3,1489,1,0,1.0
360,0,0,117,253,4,0,454,27,1,1,2,1489,1,0,1.0
361,0,0,-50,17,4,0,409,5,0,0,3,1489,1,0,0.0
362,8,2,0,0,4,0,398,0,0,0,1,1489,1,0,1.0
363,0,0,18,209,4,0,240,20,0,0,0,1489,1,0,0.0
364,0,0,-136,160,4,0,51,20,0,3,0,1489,1,0,1.0
366,0,0,60,127,1,0,626,14,0,0,3,1491,1,10,1.0
367,5,0,87,133,1,0,551,15,0,2,0,1491,1,10,0.0
368,5,0,39,82,1,0,514,9,0,0,3,1491,1,10,1.0
369,0,0,-149,2,1,0,406,14,0,4,0,1491,1,10,0.0
370,0,0,110,243,1,0,326,26,1,1,2,1491,1,10,1.0
371,0,0,110,13,1,0,89,11,0,2,0,1491,1,10,1.0
372,0,0,11,82,2,0,537,8,0,0,3,1491,1,10,0.0
373,0,0,-16,55,2,0,533,5,0,0,3,1491,1,10,0.0
374,0,0,237,2,2,0,528,23,1,2,4,1491,1,10,0.0
375,0,0,11,198,2,0,318,19,0,0,0,1491,1,10,0.0
376,0,0,-185,127,2,0,109,22,0,4,0,1491,1,10,1.0
377,11,2,0,0,2,0,70,0,0,0,1,1491,1,10,0.0
378,0,0,11,89,2,0,25,8,0,0,3,1491,1,10,1.0
379,0,0,18,160,2,0,0,16,0,0,0,1491,1,10,0.0
380,8,2,0,0,3,0,632,0,0,0,1,1491,1,10,1.0
381,0,0,-98,285,3,0,377,30,1,3,2,1491,1,10,0.0
382,0,0,-157,45,3,0,312,16,0,4,0,1491,1,10,1.0
383,0,0,-92,186,3,0,245,20,0,3,0,1491,1,10,1.0
384,0,0,-149,28,3,0,205,15,0,4,0,1491,1,10,0.0
385,5,0,75,28,3,0,183,8,0,2,3,1491,1,10,1.0
386,0,0,138,13,3,0,17,13,0,2,0,1491,1,10,0.0
387,13,3,0,0,3,0,0,0,0,0,1,1491,1,10,1.0
388,2,1,0,0,4,0,515,0,0,0,1,1491,1,10,1.0
389,5,0,-115,110,4,0,451,15,0,4,0,1491,1,10,1.0
393,8,2,0,0,1,0,597,0,0,0,1,1493,1,15,1.0
394,5,0,-65,165,1,0,447,17,0,3,0,1493,1,15,1.0
395,5,0,81,133,1,0,408,15,0,2,0,1493,1,15,1.0
396,0,0,138,110,1,0,213,17,0,1,0,1493,1,15,0.0
398,0,0,231,394,1,0,0,45,1,1,2,1493,1,15,0.0
399,0,0,5,205,2,0,681,20,0,0,0,1493,1,15,0.0
400,0,0,-44,148,2,0,641,15,0,0,0,1493,1,15,0.0
401,2,1,18,23,2,0,566,2,0,0,1,1493,1,15,1.0
402,0,0,123,89,2,0,486,15,0,2,0,1493,1,15,1.0
403,0,0,-92,127,2,0,348,15,0,4,0,1493,1,15,0.0
404,2,1,0,0,2,0,323,0,0,0,1,1493,1,15,1.0
405,0,0,32,257,2,0,220,25,1,0,2,1493,1,15,0.0
406,0,0,33,78,2,0,154,8,0,0,3,1493,1,15,0.0
407,0,0,-212,64,2,0,0,22,0,4,0,1493,1,15,0.0
408,0,0,123,148,3,0,567,19,0,1,0,1493,1,15,0.0
409,1,1,0,0,3,0,561,0,0,0,1,1493,1,15,0.0
410,0,0,-122,137,3,0,396,18,0,3,0,1493,1,15,1.0
411,5,0,123,-15,3,0,286,12,0,2,0,1493,1,15,1.0
412,0,0,-149,-15,3,0,256,14,0,4,0,1493,1,15,1.0
413,0,0,237,40,4,0,686,24,1,2,4,1493,1,15,1.0
414,0,0,-1,160,4,0,613,16,0,0,0,1493,1,15,0.0
415,0,0,-176,-15,4,0,395,17,0,4,0,1493,1,15,0.0
416,1,1,0,0,4,0,364,0,0,0,1,1493,1,15,1.0
417,0,0,39,192,4,0,302,19,0,0,0,1493,1,15,1.0
419,8,2,0,0,4,0,84,0,0,0,1,1493,1,15,1.0
420,5,0,60,17,4,0,38,6,0,0,3,1493,1,15,1.0
421,0,0,150,116,1,0,701,18,0,1,0,1494,0,8,1.0
422,0,0,102,160,1,0,654,18,0,1,0,1494,0,8,0.0
423,13,3,0,0,1,0,447,0,0,0,1,1494,0,8,0.0
424,0,0,-4,167,1,0,277,16,0,0,0,1494,0,8,1.0
425,0,0,-168,-21,1,0,218,16,0,4,0,1494,0,8,0.0
426,0,0,1,49,1,0,190,4,0,0,3,1494,0,8,0.0
427,0,0,144,0,1,0,126,14,0,2,0,1494,0,8,1.0
429,0,0,-31,61,2,0,605,6,0,0,3,1494,0,8,0.0
430,1,1,0,0,2,0,540,0,0,0,1,1494,0,8,1.0
431,3,0,180,4,2,0,477,18,0,2,0,1494,0,8,1.0
432,0,0,159,0,2,0,362,15,0,2,0,1494,0,8,0.0
433,2,1,0,0,2,0,74,0,0,0,1,1494,0,8,0.0
435,1,1,-18,21,2,0,7,2,0,0,1,1494,0,8,0.0
436,9,1,0,0,3,0,700,0,0,0,1,1494,0,8,1.0
437,0,0,231,-4,3,0,659,23,1,2,4,1494,0,8,1.0
438,0,0,-39,21,3,0,508,4,0,0,3,1494,0,8,0.0
441,0,0,96,139,3,0,211,16,0,1,0,1494,0,8,1.0
442,0,0,-60,167,3,0,154,17,0,3,0,1494,0,8,0.0
443,0,0,-231,-4,3,0,29,23,1,4,5,1494,0,8,1.0
444,5,0,1,78,4,0,455,7,0,0,3,1494,0,8,1.0
445,0,0,-231,4,4,0,355,23,1,4,5,1494,0,8,0.0
446,0,0,-225,-21,4,0,222,22,1,4,5,1494,0,8,0.0
447,0,0,-73,78,4,0,129,10,0,4,3,1494,0,8,1.0
448,0,0,-60,156,4,0,65,16,0,3,0,1494,0,8,0.0
449,0,0,-189,4,4,0,22,18,0,4,0,1494,0,8,0.0
450,0,0,30,251,4,0,0,25,1,0,2,1494,0,8,0.0
451,0,0,-147,-4,5,0,146,14,0,4,0,1494,0,8,1.0
452,8,2,0,0,5,0,130,0,0,0,1,1494,0,8,1.0
453,0,0,-153,0,5,0,78,15,0,4,0,1494,0,8,1.0
454,0,0,108,11,5,0,34,10,0,2,0,1494,0,8,1.0
455,0,0,-96,318,5,0,0,33,1,0,2,1494,0,8,0.0
457,0,0,26,55,1,0,507,6,0,0,3,1496,1,13,1.0
458,0,0,172,99,1,0,439,19,0,2,0,1496,1,13,0.0
460,0,0,11,175,1,0,185,17,0,0,0,1496,1,13,0.0
461,0,0,75,175,1,0,111,19,0,1,0,1496,1,13,1.0
